Date,AQI_Value,Main_Pollutant,Site_ID,Site_Name,Source
15-Mar-2010,38,PM2.5,36-061-0115,Intermediate School 143,AQS
16-Mar-2010,51,PM2.5,36-061-0115,Intermediate School 143,AQS
17-Mar-2010,59,PM2.5,36-061-0115,Intermediate School 143,AQS
18-Mar-2010,62,PM2.5,36-061-0134,DIVISION STREET,AQS
19-Mar-2010,66,PM2.5,36-061-0135,CCNY,AQS
20-Mar-2010,72,PM2.5,36-061-0115,Intermediate School 143,AQS
21-Mar-2010,74,PM2.5,36-061-0134,DIVISION STREET,AQS
22-Mar-2010,68,PM2.5,36-061-0115,Intermediate School 143,AQS
23-Mar-2010,46,PM2.5,36-061-0115,Intermediate School 143,AQS
24-Mar-2010,64,PM2.5,36-061-0134,DIVISION STREET,AQS
25-Mar-2010,74,PM2.5,36-061-0115,Intermediate School 143,AQS
26-Mar-2010,38,PM2.5,36-061-0115,Intermediate School 143,AQS
27-Mar-2010,36,PM2.5,36-061-0134,DIVISION STREET,AQS
28-Mar-2010,33,PM2.5,36-061-0115,Intermediate School 143,AQS
29-Mar-2010,56,PM2.5,36-061-0115,Intermediate School 143,AQS
30-Mar-2010,28,PM2.5,36-061-0134,DIVISION STREET,AQS
31-Mar-2010,30,PM2.5,36-061-0115,Intermediate School 143,AQS
1-Apr-2010,40,PM2.5,36-061-0115,Intermediate School 143,AQS
2-Apr-2010,61,PM2.5,36-061-0134,DIVISION STREET,AQS
3-Apr-2010,42,PM2.5,36-061-0115,Intermediate School 143,AQS
4-Apr-2010,53,PM2.5,36-061-0134,DIVISION STREET,AQS
5-Apr-2010,60,PM2.5,36-061-0115,Intermediate School 143,AQS
6-Apr-2010,90,PM2.5,36-061-0134,DIVISION STREET,AQS
7-Apr-2010,80,PM2.5,36-061-0115,Intermediate School 143,AQS
8-Apr-2010,74,PM2.5,36-061-0134,DIVISION STREET,AQS
9-Apr-2010,31,Ozone,36-061-0135,CCNY,AQS
10-Apr-2010,38,Ozone,36-061-0135,CCNY,AQS
11-Apr-2010,53,PM2.5,36-061-0128,PS 19,AQS
12-Apr-2010,37,Ozone,36-061-0135,CCNY,AQS
13-Apr-2010,38,PM2.5,36-061-0134,DIVISION STREET,AQS
14-Apr-2010,52,PM2.5,36-061-0134,DIVISION STREET,AQS
15-Apr-2010,41,Ozone,36-061-0135,CCNY,AQS
16-Apr-2010,40,PM2.5,36-061-0119,MANHATTANVILLE POST OFFICE,AQS
17-Apr-2010,48,PM2.5,36-061-0134,DIVISION STREET,AQS
18-Apr-2010,24,Ozone,36-061-0135,CCNY,AQS
19-Apr-2010,30,Ozone,36-061-0135,CCNY,AQS
20-Apr-2010,34,Ozone,36-061-0135,CCNY,AQS
21-Apr-2010,58,PM2.5,36-061-0134,DIVISION STREET,AQS
22-Apr-2010,54,PM2.5,36-061-0134,DIVISION STREET,AQS
23-Apr-2010,43,PM2.5,36-061-0134,DIVISION STREET,AQS
24-Apr-2010,41,Ozone,36-061-0135,CCNY,AQS
25-Apr-2010,34,Ozone,36-061-0135,CCNY,AQS
26-Apr-2010,43,PM2.5,36-061-0119,MANHATTANVILLE POST OFFICE,AQS
27-Apr-2010,36,Ozone,36-061-0135,CCNY,AQS
28-Apr-2010,38,Ozone,36-061-0135,CCNY,AQS
29-Apr-2010,43,Ozone,36-061-0135,CCNY,AQS
30-Apr-2010,61,PM2.5,36-061-0115,Intermediate School 143,AQS
1-May-2010,90,Ozone,36-061-0135,CCNY,AQS
2-May-2010,81,PM2.5,36-061-0134,DIVISION STREET,AQS
3-May-2010,46,PM2.5,36-061-0134,DIVISION STREET,AQS
4-May-2010,54,Ozone,36-061-0135,CCNY,AQS
5-May-2010,61,PM2.5,36-061-0134,DIVISION STREET,AQS
6-May-2010,49,Ozone,36-061-0135,CCNY,AQS
7-May-2010,29,Ozone,36-061-0135,CCNY,AQS
8-May-2010,43,Ozone,36-061-0135,CCNY,AQS
9-May-2010,36,Ozone,36-061-0135,CCNY,AQS
10-May-2010,37,Ozone,36-061-0135,CCNY,AQS
11-May-2010,33,PM2.5,36-061-0134,DIVISION STREET,AQS
12-May-2010,26,PM2.5,36-061-0119,MANHATTANVILLE POST OFFICE,AQS
13-May-2010,41,PM2.5,36-061-0134,DIVISION STREET,AQS
14-May-2010,63,PM2.5,36-061-0128,PS 19,AQS
15-May-2010,37,Ozone,36-061-0135,CCNY,AQS
16-May-2010,35,Ozone,36-061-0135,CCNY,AQS
17-May-2010,35,PM2.5,36-061-0134,DIVISION STREET,AQS
18-May-2010,28,Ozone,36-061-0135,CCNY,AQS
19-May-2010,25,Ozone,36-061-0135,CCNY,AQS
20-May-2010,39,PM2.5,36-061-0134,DIVISION STREET,AQS
21-May-2010,77,PM2.5,36-061-0134,DIVISION STREET,AQS
22-May-2010,38,PM2.5,36-061-0119,MANHATTANVILLE POST OFFICE,AQS
23-May-2010,68,PM2.5,36-061-0134,DIVISION STREET,AQS
24-May-2010,47,PM2.5,36-061-0134,DIVISION STREET,AQS
25-May-2010,54,PM2.5,36-061-0115,Intermediate School 143,AQS
26-May-2010,65,PM2.5,36-061-0134,DIVISION STREET,AQS
27-May-2010,35,PM2.5,36-061-0119,MANHATTANVILLE POST OFFICE,AQS
28-May-2010,37,PM2.5,36-061-0115,Intermediate School 143,AQS
29-May-2010,51,PM2.5,36-061-0115,Intermediate School 143,AQS
30-May-2010,37,PM2.5,36-061-0115,Intermediate School 143,AQS
31-May-2010,90,Ozone,36-061-0135,CCNY,AQS
1-Jun-2010,62,PM2.5,36-061-0134,DIVISION STREET,AQS
2-Jun-2010,84,Ozone,36-061-0135,CCNY,AQS
3-Jun-2010,80,Ozone,36-061-0135,CCNY,AQS
4-Jun-2010,74,Ozone,36-061-0135,CCNY,AQS
5-Jun-2010,66,PM2.5,36-061-0115,Intermediate School 143,AQS
6-Jun-2010,44,Ozone,36-061-0135,CCNY,AQS
7-Jun-2010,30,Ozone,36-061-0135,CCNY,AQS
8-Jun-2010,25,Ozone,36-061-0135,CCNY,AQS
9-Jun-2010,37,Ozone,36-061-0135,CCNY,AQS
10-Jun-2010,49,PM2.5,36-061-0134,DIVISION STREET,AQS
11-Jun-2010,30,Ozone,36-061-0135,CCNY,AQS
12-Jun-2010,53,PM2.5,36-061-0115,Intermediate School 143,AQS
13-Jun-2010,61,PM2.5,36-061-0134,DIVISION STREET,AQS
14-Jun-2010,70,PM2.5,36-061-0134,DIVISION STREET,AQS
15-Jun-2010,34,Ozone,36-061-0135,CCNY,AQS
16-Jun-2010,45,PM2.5,36-061-0115,Intermediate School 143,AQS
17-Jun-2010,26,Ozone,36-061-0135,CCNY,AQS
18-Jun-2010,56,PM2.5,36-061-0128,PS 19,AQS
19-Jun-2010,61,Ozone,36-061-0135,CCNY,AQS
20-Jun-2010,64,Ozone,36-061-0135,CCNY,AQS
21-Jun-2010,33,Ozone,36-061-0135,CCNY,AQS
22-Jun-2010,64,PM2.5,36-061-0079,IS 45,AQS
23-Jun-2010,60,PM2.5,36-061-0125,PARK ROW,AQS
24-Jun-2010,67,Ozone,36-061-0135,CCNY,AQS
25-Jun-2010,61,Ozone,36-061-0135,CCNY,AQS
26-Jun-2010,87,Ozone,36-061-0135,CCNY,AQS
27-Jun-2010,115,Ozone,36-061-0135,CCNY,AQS
28-Jun-2010,72,PM2.5,36-061-0134,DIVISION STREET,AQS
29-Jun-2010,45,Ozone,36-061-0135,CCNY,AQS
30-Jun-2010,37,Ozone,36-061-0135,CCNY,AQS
1-Jul-2010,23,Ozone,36-061-0135,CCNY,AQS
2-Jul-2010,33,Ozone,36-061-0135,CCNY,AQS
3-Jul-2010,49,Ozone,36-061-0135,CCNY,AQS
4-Jul-2010,105,Ozone,36-061-0135,CCNY,AQS
5-Jul-2010,115,Ozone,36-061-0135,CCNY,AQS
6-Jul-2010,112,Ozone,36-061-0135,CCNY,AQS
7-Jul-2010,105,Ozone,36-061-0135,CCNY,AQS
8-Jul-2010,71,PM2.5,36-061-0135,CCNY,AQS
9-Jul-2010,21,Ozone,36-061-0135,CCNY,AQS
10-Jul-2010,37,Ozone,36-061-0135,CCNY,AQS
11-Jul-2010,48,Ozone,36-061-0135,CCNY,AQS
12-Jul-2010,77,Ozone,36-061-0135,CCNY,AQS
13-Jul-2010,55,PM2.5,36-061-0134,DIVISION STREET,AQS
14-Jul-2010,41,PM2.5,36-061-0134,DIVISION STREET,AQS
15-Jul-2010,48,Ozone,36-061-0135,CCNY,AQS
16-Jul-2010,93,Ozone,36-061-0135,CCNY,AQS
17-Jul-2010,84,Ozone,36-061-0135,CCNY,AQS
18-Jul-2010,68,PM2.5,36-061-0134,DIVISION STREET,AQS
19-Jul-2010,74,Ozone,36-061-0135,CCNY,AQS
20-Jul-2010,54,Ozone,36-061-0135,CCNY,AQS
21-Jul-2010,87,Ozone,36-061-0135,CCNY,AQS
22-Jul-2010,44,PM2.5,36-061-0134,DIVISION STREET,AQS
23-Jul-2010,62,PM2.5,36-061-0134,DIVISION STREET,AQS
24-Jul-2010,63,PM2.5,36-061-0128,PS 19,AQS
25-Jul-2010,45,PM2.5,36-061-0134,DIVISION STREET,AQS
26-Jul-2010,26,Ozone,36-061-0135,CCNY,AQS
27-Jul-2010,54,Ozone,36-061-0135,CCNY,AQS
28-Jul-2010,100,Ozone,36-061-0135,CCNY,AQS
29-Jul-2010,46,PM2.5,36-061-0115,Intermediate School 143,AQS
30-Jul-2010,39,PM2.5,36-061-0134,DIVISION STREET,AQS
31-Jul-2010,61,Ozone,36-061-0135,CCNY,AQS
1-Aug-2010,46,Ozone,36-061-0135,CCNY,AQS
2-Aug-2010,40,Ozone,36-061-0135,CCNY,AQS
3-Aug-2010,31,PM2.5,36-061-0134,DIVISION STREET,AQS
4-Aug-2010,60,PM2.5,36-061-0115,Intermediate School 143,AQS
5-Aug-2010,76,PM2.5,36-061-0115,Intermediate School 143,AQS
6-Aug-2010,60,PM2.5,36-061-0134,DIVISION STREET,AQS
7-Aug-2010,64,Ozone,36-061-0135,CCNY,AQS
8-Aug-2010,49,Ozone,36-061-0135,CCNY,AQS
9-Aug-2010,72,PM2.5,36-061-0115,Intermediate School 143,AQS
10-Aug-2010,89,PM2.5,36-061-0115,Intermediate School 143,AQS
11-Aug-2010,64,PM2.5,36-061-0115,Intermediate School 143,AQS
12-Aug-2010,50,PM2.5,36-061-0134,DIVISION STREET,AQS
13-Aug-2010,27,Ozone,36-061-0135,CCNY,AQS
14-Aug-2010,27,Ozone,36-061-0135,CCNY,AQS
15-Aug-2010,27,Ozone,36-061-0135,CCNY,AQS
16-Aug-2010,59,PM2.5,36-061-0115,Intermediate School 143,AQS
17-Aug-2010,97,Ozone,36-061-0135,CCNY,AQS
18-Aug-2010,60,PM2.5,36-061-0134,DIVISION STREET,AQS
19-Aug-2010,97,Ozone,36-061-0135,CCNY,AQS
20-Aug-2010,61,PM2.5,36-061-0125,PARK ROW,AQS
21-Aug-2010,42,PM2.5,36-061-0134,DIVISION STREET,AQS
22-Aug-2010,46,PM2.5,36-061-0115,Intermediate School 143,AQS
23-Aug-2010,29,Ozone,36-061-0135,CCNY,AQS
24-Aug-2010,21,Ozone,36-061-0135,CCNY,AQS
25-Aug-2010,22,PM2.5,36-061-0115,Intermediate School 143,AQS
26-Aug-2010,31,Ozone,36-061-0135,CCNY,AQS
27-Aug-2010,27,PM2.5,36-061-0134,DIVISION STREET,AQS
28-Aug-2010,40,PM2.5,36-061-0134,DIVISION STREET,AQS
29-Aug-2010,54,PM2.5,36-061-0128,PS 19,AQS
30-Aug-2010,63,PM2.5,36-061-0128,PS 19,AQS
31-Aug-2010,73,PM2.5,36-061-0125,PARK ROW,AQS
1-Sep-2010,119,Ozone,36-061-0135,CCNY,AQS
2-Sep-2010,83,PM2.5,36-061-0115,Intermediate School 143,AQS
3-Sep-2010,48,PM2.5,36-061-0115,Intermediate School 143,AQS
4-Sep-2010,35,Ozone,36-061-0135,CCNY,AQS
5-Sep-2010,37,Ozone,36-061-0135,CCNY,AQS
6-Sep-2010,48,Ozone,36-061-0135,CCNY,AQS
7-Sep-2010,68,PM2.5,36-061-0125,PARK ROW,AQS
8-Sep-2010,47,PM2.5,36-061-0134,DIVISION STREET,AQS
9-Sep-2010,19,Ozone,36-061-0135,CCNY,AQS
10-Sep-2010,13,Ozone,36-061-0135,CCNY,AQS
11-Sep-2010,32,Ozone,36-061-0135,CCNY,AQS
12-Sep-2010,19,Ozone,36-061-0135,CCNY,AQS
13-Sep-2010,33,PM2.5,36-061-0115,Intermediate School 143,AQS
14-Sep-2010,54,PM2.5,36-061-0134,DIVISION STREET,AQS
15-Sep-2010,24,Ozone,36-061-0135,CCNY,AQS
16-Sep-2010,49,PM2.5,36-061-0134,DIVISION STREET,AQS
17-Sep-2010,51,PM2.5,36-061-0079,IS 45,AQS
18-Sep-2010,24,Ozone,36-061-0135,CCNY,AQS
19-Sep-2010,42,Ozone,36-061-0135,CCNY,AQS
20-Sep-2010,31,PM2.5,36-061-0079,IS 45,AQS
21-Sep-2010,28,PM2.5,36-061-0115,Intermediate School 143,AQS
22-Sep-2010,60,PM2.5,36-061-0115,Intermediate School 143,AQS
23-Sep-2010,51,PM2.5,36-061-0134,DIVISION STREET,AQS
24-Sep-2010,82,PM2.5,36-061-0115,Intermediate School 143,AQS
25-Sep-2010,62,PM2.5,36-061-0128,PS 19,AQS
26-Sep-2010,32,PM2.5,36-061-0134,DIVISION STREET,AQS
27-Sep-2010,21,PM2.5,36-061-0128,PS 19,AQS
28-Sep-2010,29,PM2.5,36-061-0128,PS 19,AQS
29-Sep-2010,52,PM2.5,36-061-0134,DIVISION STREET,AQS
30-Sep-2010,42,PM2.5,36-061-0115,Intermediate School 143,AQS
1-Oct-2010,25,Ozone,36-061-0135,CCNY,AQS
2-Oct-2010,27,Ozone,36-061-0135,CCNY,AQS
3-Oct-2010,23,Ozone,36-061-0135,CCNY,AQS
4-Oct-2010,23,PM2.5,36-061-0115,Intermediate School 143,AQS
5-Oct-2010,35,PM2.5,36-061-0134,DIVISION STREET,AQS
6-Oct-2010,23,PM2.5,36-061-0115,Intermediate School 143,AQS
7-Oct-2010,35,PM2.5,36-061-0125,PARK ROW,AQS
8-Oct-2010,33,PM2.5,36-061-0125,PARK ROW,AQS
9-Oct-2010,30,PM2.5,36-061-0134,DIVISION STREET,AQS
10-Oct-2010,34,PM2.5,36-061-0115,Intermediate School 143,AQS
11-Oct-2010,63,PM2.5,36-061-0128,PS 19,AQS
12-Oct-2010,44,PM2.5,36-061-0115,Intermediate School 143,AQS
13-Oct-2010,28,PM2.5,36-061-0115,Intermediate School 143,AQS
14-Oct-2010,43,PM2.5,36-061-0134,DIVISION STREET,AQS
15-Oct-2010,25,Ozone,36-061-0135,CCNY,AQS
16-Oct-2010,24,Ozone,36-061-0135,CCNY,AQS
17-Oct-2010,38,Ozone,36-061-0135,CCNY,AQS
18-Oct-2010,33,PM2.5,36-061-0115,Intermediate School 143,AQS
19-Oct-2010,44,PM2.5,36-061-0115,Intermediate School 143,AQS
20-Oct-2010,58,PM2.5,36-061-0134,DIVISION STREET,AQS
21-Oct-2010,45,PM2.5,36-061-0115,Intermediate School 143,AQS
22-Oct-2010,31,PM2.5,36-061-0115,Intermediate School 143,AQS
23-Oct-2010,52,PM2.5,36-061-0115,Intermediate School 143,AQS
24-Oct-2010,65,PM2.5,36-061-0115,Intermediate School 143,AQS
25-Oct-2010,62,PM2.5,36-061-0115,Intermediate School 143,AQS
26-Oct-2010,50,PM2.5,36-061-0115,Intermediate School 143,AQS
27-Oct-2010,51,PM2.5,36-061-0115,Intermediate School 143,AQS
28-Oct-2010,43,PM2.5,36-061-0115,Intermediate School 143,AQS
29-Oct-2010,23,PM2.5,36-061-0128,PS 19,AQS
30-Oct-2010,38,PM2.5,36-061-0115,Intermediate School 143,AQS
31-Oct-2010,43,PM2.5,36-061-0115,Intermediate School 143,AQS
1-Nov-2010,28,PM2.5,36-061-0115,Intermediate School 143,AQS
2-Nov-2010,41,PM2.5,36-061-0115,Intermediate School 143,AQS
3-Nov-2010,46,PM2.5,36-061-0115,Intermediate School 143,AQS
4-Nov-2010,39,PM2.5,36-061-0128,PS 19,AQS
5-Nov-2010,43,PM2.5,36-061-0115,Intermediate School 143,AQS
6-Nov-2010,38,PM2.5,36-061-0115,Intermediate School 143,AQS
7-Nov-2010,33,PM2.5,36-061-0115,Intermediate School 143,AQS
8-Nov-2010,29,PM2.5,36-061-0115,Intermediate School 143,AQS
9-Nov-2010,41,PM2.5,36-061-0115,Intermediate School 143,AQS
10-Nov-2010,48,PM2.5,36-061-0115,Intermediate School 143,AQS
11-Nov-2010,54,PM2.5,36-061-0115,Intermediate School 143,AQS
12-Nov-2010,54,PM2.5,36-061-0135,CCNY,AQS
13-Nov-2010,62,PM2.5,36-061-0115,Intermediate School 143,AQS
14-Nov-2010,68,PM2.5,36-061-0115,Intermediate School 143,AQS
15-Nov-2010,57,PM2.5,36-061-0134,DIVISION STREET,AQS
16-Nov-2010,55,PM2.5,36-061-0115,Intermediate School 143,AQS
17-Nov-2010,28,PM2.5,36-061-0115,Intermediate School 143,AQS
18-Nov-2010,52,PM2.5,36-061-0128,PS 19,AQS
19-Nov-2010,34,PM2.5,36-061-0115,Intermediate School 143,AQS
20-Nov-2010,61,PM2.5,36-061-0115,Intermediate School 143,AQS
21-Nov-2010,46,PM2.5,36-061-0115,Intermediate School 143,AQS
22-Nov-2010,74,PM2.5,36-061-0115,Intermediate School 143,AQS
23-Nov-2010,71,PM2.5,36-061-0115,Intermediate School 143,AQS
24-Nov-2010,30,PM2.5,36-061-0128,PS 19,AQS
25-Nov-2010,49,PM2.5,36-061-0115,Intermediate School 143,AQS
26-Nov-2010,45,PM2.5,36-061-0115,Intermediate School 143,AQS
27-Nov-2010,51,PM2.5,36-061-0128,PS 19,AQS
28-Nov-2010,57,PM2.5,36-061-0115,Intermediate School 143,AQS
29-Nov-2010,72,PM2.5,36-061-0115,Intermediate School 143,AQS
30-Nov-2010,55,PM2.5,36-061-0115,Intermediate School 143,AQS
1-Dec-2010,30,Ozone,36-061-0135,CCNY,AQS
2-Dec-2010,50,PM2.5,36-061-0115,Intermediate School 143,AQS
3-Dec-2010,50,PM2.5,36-061-0128,PS 19,AQS
4-Dec-2010,49,PM2.5,36-061-0115,Intermediate School 143,AQS
5-Dec-2010,39,PM2.5,36-061-0115,Intermediate School 143,AQS
6-Dec-2010,41,PM2.5,36-061-0115,Intermediate School 143,AQS
7-Dec-2010,45,PM2.5,36-061-0115,Intermediate School 143,AQS
8-Dec-2010,52,PM2.5,36-061-0115,Intermediate School 143,AQS
9-Dec-2010,53,PM2.5,36-061-0115,Intermediate School 143,AQS
10-Dec-2010,68,PM2.5,36-061-0115,Intermediate School 143,AQS
11-Dec-2010,80,PM2.5,36-061-0115,Intermediate School 143,AQS
12-Dec-2010,52,PM2.5,36-061-0115,Intermediate School 143,AQS
13-Dec-2010,58,PM2.5,36-061-0115,Intermediate School 143,AQS
14-Dec-2010,50,PM2.5,36-061-0115,Intermediate School 143,AQS
15-Dec-2010,48,PM2.5,36-061-0115,Intermediate School 143,AQS
16-Dec-2010,63,PM2.5,36-061-0128,PS 19,AQS
17-Dec-2010,68,PM2.5,36-061-0115,Intermediate School 143,AQS
18-Dec-2010,72,PM2.5,36-061-0115,Intermediate School 143,AQS
19-Dec-2010,87,PM2.5,36-061-0115,Intermediate School 143,AQS
20-Dec-2010,64,PM2.5,36-061-0115,Intermediate School 143,AQS
21-Dec-2010,53,PM2.5,36-061-0115,Intermediate School 143,AQS
22-Dec-2010,51,PM2.5,36-061-0115,Intermediate School 143,AQS
23-Dec-2010,45,PM2.5,36-061-0115,Intermediate School 143,AQS
24-Dec-2010,56,PM2.5,36-061-0115,Intermediate School 143,AQS
25-Dec-2010,57,PM2.5,36-061-0115,Intermediate School 143,AQS
26-Dec-2010,50,PM2.5,36-061-0128,PS 19,AQS
27-Dec-2010,47,PM2.5,36-061-0115,Intermediate School 143,AQS
28-Dec-2010,68,PM2.5,36-061-0115,Intermediate School 143,AQS
29-Dec-2010,76,PM2.5,36-061-0115,Intermediate School 143,AQS
30-Dec-2010,93,PM2.5,36-061-0115,Intermediate School 143,AQS
31-Dec-2010,115,PM2.5,36-061-0134,DIVISION STREET,AQS
1-Jan-2011,119,PM2.5,36-061-0115,Intermediate School 143,AQS
2-Jan-2011,76,PM2.5,36-061-0115,Intermediate School 143,AQS
3-Jan-2011,57,PM2.5,36-061-0115,Intermediate School 143,AQS
4-Jan-2011,67,PM2.5,36-061-0119,MANHATTANVILLE POST OFFICE,AQS
5-Jan-2011,72,PM2.5,36-061-0115,Intermediate School 143,AQS
6-Jan-2011,68,PM2.5,36-061-0115,Intermediate School 143,AQS
7-Jan-2011,79,PM2.5,36-061-0115,Intermediate School 143,AQS
8-Jan-2011,76,PM2.5,36-061-0115,Intermediate School 143,AQS
9-Jan-2011,61,PM2.5,36-061-0115,Intermediate School 143,AQS
10-Jan-2011,59,PM2.5,36-061-0115,Intermediate School 143,AQS
11-Jan-2011,61,PM2.5,36-061-0115,Intermediate School 143,AQS
12-Jan-2011,65,PM2.5,36-061-0115,Intermediate School 143,AQS
13-Jan-2011,57,PM2.5,36-061-0115,Intermediate School 143,AQS
14-Jan-2011,70,PM2.5,36-061-0115,Intermediate School 143,AQS
15-Jan-2011,79,PM2.5,36-061-0128,PS 19,AQS
16-Jan-2011,86,PM2.5,36-061-0115,Intermediate School 143,AQS
17-Jan-2011,104,PM2.5,36-061-0115,Intermediate School 143,AQS
18-Jan-2011,60,PM2.5,36-061-0115,Intermediate School 143,AQS
19-Jan-2011,67,PM2.5,36-061-0115,Intermediate School 143,AQS
20-Jan-2011,60,PM2.5,36-061-0115,Intermediate School 143,AQS
21-Jan-2011,71,PM2.5,36-061-0115,Intermediate School 143,AQS
22-Jan-2011,60,PM2.5,36-061-0115,Intermediate School 143,AQS
23-Jan-2011,71,PM2.5,36-061-0115,Intermediate School 143,AQS
24-Jan-2011,62,PM2.5,36-061-0115,Intermediate School 143,AQS
25-Jan-2011,93,PM2.5,36-061-0115,Intermediate School 143,AQS
26-Jan-2011,94,PM2.5,36-061-0115,Intermediate School 143,AQS
27-Jan-2011,74,PM2.5,36-061-0128,PS 19,AQS
28-Jan-2011,81,PM2.5,36-061-0115,Intermediate School 143,AQS
29-Jan-2011,77,PM2.5,36-061-0115,Intermediate School 143,AQS
30-Jan-2011,80,PM2.5,36-061-0115,Intermediate School 143,AQS
31-Jan-2011,81,PM2.5,36-061-0115,Intermediate School 143,AQS
1-Feb-2011,76,PM2.5,36-061-0115,Intermediate School 143,AQS
2-Feb-2011,68,PM2.5,36-061-0115,Intermediate School 143,AQS
3-Feb-2011,56,PM2.5,36-061-0115,Intermediate School 143,AQS
4-Feb-2011,82,PM2.5,36-061-0115,Intermediate School 143,AQS
5-Feb-2011,89,PM2.5,36-061-0115,Intermediate School 143,AQS
6-Feb-2011,69,PM2.5,36-061-0115,Intermediate School 143,AQS
7-Feb-2011,87,PM2.5,36-061-0115,Intermediate School 143,AQS
8-Feb-2011,66,PM2.5,36-061-0115,Intermediate School 143,AQS
9-Feb-2011,64,PM2.5,36-061-0115,Intermediate School 143,AQS
10-Feb-2011,61,PM2.5,36-061-0115,Intermediate School 143,AQS
11-Feb-2011,71,PM2.5,36-061-0115,Intermediate School 143,AQS
12-Feb-2011,72,PM2.5,36-061-0115,Intermediate School 143,AQS
13-Feb-2011,65,PM2.5,36-061-0115,Intermediate School 143,AQS
14-Feb-2011,59,PM2.5,36-061-0115,Intermediate School 143,AQS
15-Feb-2011,57,PM2.5,36-061-0115,Intermediate School 143,AQS
16-Feb-2011,59,PM2.5,36-061-0115,Intermediate School 143,AQS
17-Feb-2011,98,PM2.5,36-061-0115,Intermediate School 143,AQS
18-Feb-2011,82,PM2.5,36-061-0115,Intermediate School 143,AQS
19-Feb-2011,56,PM2.5,36-061-0115,Intermediate School 143,AQS
20-Feb-2011,65,PM2.5,36-061-0115,Intermediate School 143,AQS
21-Feb-2011,72,PM2.5,36-061-0115,Intermediate School 143,AQS
22-Feb-2011,64,PM2.5,36-061-0115,Intermediate School 143,AQS
23-Feb-2011,79,PM2.5,36-061-0079,IS 45,AQS
24-Feb-2011,82,PM2.5,36-061-0115,Intermediate School 143,AQS
25-Feb-2011,64,PM2.5,36-061-0115,Intermediate School 143,AQS
26-Feb-2011,53,PM2.5,36-061-0115,Intermediate School 143,AQS
27-Feb-2011,71,PM2.5,36-061-0115,Intermediate School 143,AQS
28-Feb-2011,65,PM2.5,36-061-0115,Intermediate School 143,AQS
1-Mar-2011,62,PM2.5,36-061-0115,Intermediate School 143,AQS
2-Mar-2011,56,PM2.5,36-061-0115,Intermediate School 143,AQS
3-Mar-2011,60,PM2.5,36-061-0115,Intermediate School 143,AQS
4-Mar-2011,55,PM2.5,36-061-0115,Intermediate School 143,AQS
5-Mar-2011,37,PM2.5,36-061-0128,PS 19,AQS
6-Mar-2011,35,Ozone,36-061-0135,CCNY,AQS
7-Mar-2011,45,PM2.5,36-061-0115,Intermediate School 143,AQS
8-Mar-2011,64,PM2.5,36-061-0115,Intermediate School 143,AQS
9-Mar-2011,54,PM2.5,36-061-0115,Intermediate School 143,AQS
10-Mar-2011,55,PM2.5,36-061-0115,Intermediate School 143,AQS
11-Mar-2011,53,PM2.5,36-061-0115,Intermediate School 143,AQS
12-Mar-2011,57,PM2.5,36-061-0115,Intermediate School 143,AQS
13-Mar-2011,56,PM2.5,36-061-0115,Intermediate School 143,AQS
14-Mar-2011,56,PM2.5,36-061-0115,Intermediate School 143,AQS
15-Mar-2011,65,PM2.5,36-061-0115,Intermediate School 143,AQS
16-Mar-2011,53,PM2.5,36-061-0115,Intermediate School 143,AQS
17-Mar-2011,58,PM2.5,36-061-0115,Intermediate School 143,AQS
18-Mar-2011,61,PM2.5,36-061-0115,Intermediate School 143,AQS
19-Mar-2011,36,PM2.5,36-061-0115,Intermediate School 143,AQS
20-Mar-2011,52,PM2.5,36-061-0115,Intermediate School 143,AQS
21-Mar-2011,53,PM2.5,36-061-0115,Intermediate School 143,AQS
22-Mar-2011,48,PM2.5,36-061-0115,Intermediate School 143,AQS
23-Mar-2011,56,PM2.5,36-061-0115,Intermediate School 143,AQS
24-Mar-2011,60,PM2.5,36-061-0115,Intermediate School 143,AQS
25-Mar-2011,50,PM2.5,36-061-0115,Intermediate School 143,AQS
26-Mar-2011,49,PM2.5,36-061-0115,Intermediate School 143,AQS
27-Mar-2011,39,PM2.5,36-061-0115,Intermediate School 143,AQS
28-Mar-2011,39,Ozone,36-061-0135,CCNY,AQS
29-Mar-2011,36,PM2.5,36-061-0115,Intermediate School 143,AQS
30-Mar-2011,36,PM2.5,36-061-0128,PS 19,AQS
31-Mar-2011,49,PM2.5,36-061-0115,Intermediate School 143,AQS
1-Apr-2011,42,PM2.5,36-061-0115,Intermediate School 143,AQS
2-Apr-2011,53,PM2.5,36-061-0115,Intermediate School 143,AQS
3-Apr-2011,48,PM2.5,36-061-0115,Intermediate School 143,AQS
4-Apr-2011,66,PM2.5,36-061-0115,Intermediate School 143,AQS
5-Apr-2011,57,PM2.5,36-061-0115,Intermediate School 143,AQS
6-Apr-2011,45,PM2.5,36-061-0115,Intermediate School 143,AQS
7-Apr-2011,59,PM2.5,36-061-0115,Intermediate School 143,AQS
8-Apr-2011,63,PM2.5,36-061-0115,Intermediate School 143,AQS
9-Apr-2011,72,PM2.5,36-061-0134,DIVISION STREET,AQS
10-Apr-2011,53,PM2.5,36-061-0115,Intermediate School 143,AQS
11-Apr-2011,70,PM2.5,36-061-0115,Intermediate School 143,AQS
12-Apr-2011,41,Ozone,36-061-0135,CCNY,AQS
